phenotype ,taxonomy rank level ,NCBI taxon id ,scientific name ,super kingdom ,Nr. runs in which the species/genus can be found ,mean relative abundance ,median relative abundance ,SD of relative abundance
D006262 ,species ,569 ,Hafnia alvei ,Bacteria ,28 ,0.0336864285714286 ,0.00736 ,0.0592445109327554 ,
D006262 ,species ,571 ,Klebsiella oxytoca ,Bacteria ,261 ,2.45975762452107 ,0.03387 ,10.7552075113249 ,
D006262 ,species ,573 ,Klebsiella pneumoniae ,Bacteria ,2714 ,0.826789686954127 ,0.0154009 ,4.65267175947177 ,
D006262 ,species ,576 ,Klebsiella sp. ,Bacteria ,150 ,0.156337 ,0.021675 ,0.391711218923504 ,
D006262 ,species ,582 ,Morganella morganii ,Bacteria ,579 ,0.215858258991364 ,0.00421088 ,2.64610831143762 ,
D006262 ,species ,584 ,Proteus mirabilis ,Bacteria ,945 ,0.701025077453651 ,0.00376946 ,6.10569965426178 ,
D006262 ,species ,585 ,Proteus vulgaris ,Bacteria ,210 ,0.0654308957714286 ,0.003207575 ,0.304979529305254 ,
D006262 ,species ,587 ,Providencia rettgeri ,Bacteria ,174 ,0.362379629517241 ,0.004231335 ,3.14329973475569 ,
D006262 ,species ,588 ,Providencia stuartii ,Bacteria ,308 ,0.116114014605519 ,0.00441805 ,0.781377286492097 ,
D006262 ,species ,614 ,Serratia liquefaciens ,Bacteria ,3 ,2.17761 ,0.04598 ,3.72700332112812 ,
D006262 ,species ,615 ,Serratia marcescens ,Bacteria ,13 ,0.498101693846154 ,0.09835 ,1.21153710945317 ,
D006262 ,species ,621 ,Shigella boydii ,Bacteria ,213 ,0.00483426004694836 ,0.00351321 ,0.00454389627010218 ,
D006262 ,species ,623 ,Shigella flexneri ,Bacteria ,1541 ,0.0115321754743673 ,0.00382668 ,0.0294549987431927 ,
D006262 ,species ,624 ,Shigella sonnei ,Bacteria ,53 ,0.0470741270566038 ,0.02263 ,0.0819030364788091 ,
D006262 ,species ,628 ,Xenorhabdus nematophila ,Bacteria ,75 ,0.00548408549333333 ,0.00269876 ,0.00936468300556171 ,
D006262 ,species ,630 ,Yersinia enterocolitica ,Bacteria ,3 ,0.0305143036666667 ,0.00386 ,0.0494206608554018 ,
D006262 ,species ,632 ,Yersinia pestis ,Bacteria ,352 ,0.00901331121789773 ,0.002707945 ,0.0299017042912143 ,
D006262 ,species ,633 ,Yersinia pseudotuberculosis ,Bacteria ,2 ,0.00045693 ,0.00045693 ,0.000241983254230536 ,
D006262 ,species ,638 ,Arsenophonus nasoniae ,Bacteria ,227 ,0.00315937355374449 ,0.00237135 ,0.00288058655302008 ,
D006262 ,species ,644 ,Aeromonas hydrophila ,Bacteria ,329 ,0.0164440628550152 ,0.00224653 ,0.0876747088377975 ,
D006262 ,species ,645 ,Aeromonas salmonicida ,Bacteria ,192 ,0.00421342271875 ,0.003037155 ,0.00650320147761163 ,
D006262 ,species ,647 ,Aeromonas sp. ,Bacteria ,5 ,0.027862 ,0.01783 ,0.032071684084251 ,
D006262 ,species ,648 ,Aeromonas caviae ,Bacteria ,3 ,0.0149166666666667 ,0.01467 ,0.0116419600297086 ,
D006262 ,species ,651 ,Aeromonas media ,Bacteria ,1 ,0.05612 ,0.05612 , ,
D006262 ,species ,654 ,Aeromonas veronii ,Bacteria ,602 ,0.0112292140473422 ,0.002422835 ,0.0460073751701688 ,
D006262 ,species ,659 ,Photobacterium phosphoreum ,Bacteria ,30 ,0.0053690817 ,0.00104743 ,0.0195860942645289 ,
D006262 ,species ,663 ,Vibrio alginolyticus ,Bacteria ,174 ,0.0682787316017241 ,0.00231183 ,0.698934324381791 ,
D006262 ,species ,666 ,Vibrio cholerae ,Bacteria ,23 ,0.00177863934782609 ,0.00142963 ,0.00133547303807805 ,
D006262 ,species ,668 ,Aliivibrio fischeri ,Bacteria ,1 ,0.00400151 ,0.00400151 , ,
D006262 ,species ,669 ,Vibrio harveyi ,Bacteria ,241 ,0.024770701780083 ,0.0013474 ,0.31858057053828 ,
D006262 ,species ,670 ,Vibrio parahaemolyticus ,Bacteria ,41 ,0.00213676475609756 ,0.00134989 ,0.00239240625487913 ,
D006262 ,species ,671 ,Vibrio proteolyticus ,Bacteria ,4 ,0.00083180875 ,0.00091772 ,0.000474696045913856 ,
D006262 ,species ,672 ,Vibrio vulnificus ,Bacteria ,93 ,0.00324414844086022 ,0.00117693 ,0.0094713920526865 ,
D006262 ,species ,673 ,Grimontia hollisae ,Bacteria ,5 ,0.0009387672 ,0.00112896 ,0.000351013609165229 ,
D006262 ,species ,674 ,Vibrio mimicus ,Bacteria ,8 ,0.0013701085 ,0.0006994775 ,0.00157212383814498 ,
D006262 ,species ,678 ,Vibrio sp. ,Bacteria ,5 ,0.001464965 ,0.00113365 ,0.001101293223416 ,
D006262 ,species ,685 ,Vibrio diazotrophicus ,Bacteria ,79 ,0.00223547446835443 ,0.001425 ,0.00274366479010753 ,
D006262 ,species ,687 ,Vibrio gazogenes ,Bacteria ,36 ,0.00160781890833333 ,0.001053845 ,0.00232692122866795 ,
D006262 ,species ,691 ,Vibrio natriegens ,Bacteria ,10 ,0.0008845795 ,0.000841764 ,0.00067897732788793 ,
D006262 ,species ,703 ,Plesiomonas shigelloides ,Bacteria ,444 ,0.0130787318490991 ,0.003264025 ,0.0674368794881161 ,
D006262 ,species ,714 ,Aggregatibacter actinomycetemcomitans ,Bacteria ,443 ,0.00624996816027088 ,0.00221031 ,0.0335089681946558 ,
D006262 ,species ,715 ,Actinobacillus pleuropneumoniae ,Bacteria ,56 ,0.00177279752678571 ,0.001128345 ,0.0017563008594428 ,
D006262 ,species ,716 ,Actinobacillus suis ,Bacteria ,81 ,0.00174147511975309 ,0.00123856 ,0.00183005269929509 ,
D006262 ,species ,717 ,Actinobacillus capsulatus ,Bacteria ,17 ,0.00165159035294118 ,0.00137251 ,0.00129980798536687 ,
D006262 ,species ,718 ,Actinobacillus equuli ,Bacteria ,7 ,0.00114455671428571 ,0.00117132 ,0.000393894607226652 ,
D006262 ,species ,719 ,Actinobacillus hominis ,Bacteria ,5 ,0.0011894812 ,0.00116199 ,0.000315313919034983 ,
D006262 ,species ,720 ,Actinobacillus lignieresii ,Bacteria ,8 ,0.00887402075 ,0.00192585 ,0.019741519331409 ,
D006262 ,species ,723 ,Actinobacillus ureae ,Bacteria ,83 ,0.00403554821686747 ,0.00147161 ,0.0138052526666244 ,
D006262 ,species ,726 ,Haemophilus haemolyticus ,Bacteria ,1523 ,0.0955317378791858 ,0.00390865 ,1.61469199546592 ,
D006262 ,species ,727 ,Haemophilus influenzae ,Bacteria ,1161 ,0.0786776593738157 ,0.00369467 ,1.18767024012076 ,
D006262 ,species ,728 ,Avibacterium paragallinarum ,Bacteria ,31 ,0.00357717538709677 ,0.0025705 ,0.00300036796690473 ,
D006262 ,species ,729 ,Haemophilus parainfluenzae ,Bacteria ,7689 ,0.443274395873976 ,0.0493682 ,2.28293617654335 ,
D006262 ,species ,730 ,[Haemophilus] ducreyi ,Bacteria ,104 ,0.00209965020192308 ,0.00161475 ,0.00178144930969515 ,
D006262 ,species ,731 ,Histophilus somni ,Bacteria ,43 ,0.105012308 ,0.00394027 ,0.160777970100714 ,
D006262 ,species ,732 ,Aggregatibacter aphrophilus ,Bacteria ,652 ,0.0086084553148773 ,0.00277352 ,0.0157047503783762 ,
D006262 ,species ,733 ,Haemophilus haemoglobinophilus ,Bacteria ,38 ,0.00179810126315789 ,0.001247025 ,0.00188464998772626 ,
D006262 ,species ,735 ,Haemophilus parahaemolyticus ,Bacteria ,640 ,0.0192906459832813 ,0.00252815 ,0.122042703676147 ,
D006262 ,species ,736 ,Haemophilus paraphrohaemolyticus ,Bacteria ,920 ,0.0222725809021739 ,0.00489787 ,0.088824179172405 ,
D006262 ,species ,738 ,[Haemophilus] parasuis ,Bacteria ,285 ,0.00553063048421053 ,0.00217415 ,0.0141420013228366 ,
D006262 ,species ,739 ,Aggregatibacter segnis ,Bacteria ,1095 ,0.0278669454474886 ,0.0036299 ,0.121918408741067 ,
D006262 ,species ,747 ,Pasteurella multocida ,Bacteria ,183 ,0.00291829968579235 ,0.00163473 ,0.00349138538660205 ,
D006262 ,species ,749 ,[Pasteurella] aerogenes ,Bacteria ,45 ,0.00280981033333333 ,0.00172942 ,0.00399547356111324 ,
D006262 ,species ,750 ,Gallibacterium anatis ,Bacteria ,92 ,0.0499479429130435 ,0.001850375 ,0.12415581167499 ,
D006262 ,species ,752 ,Pasteurella bettyae ,Bacteria ,2 ,0.000176123 ,0.000176123 ,4.730544366138e-05 ,
D006262 ,species ,753 ,Pasteurella canis ,Bacteria ,5 ,0.0023650112 ,0.00111329 ,0.00299139286104905 ,
D006262 ,species ,754 ,Pasteurella dagmatis ,Bacteria ,41 ,0.00167995247560976 ,0.00121153 ,0.00172830223671044 ,
D006262 ,species ,755 ,Avibacterium gallinarum ,Bacteria ,3 ,0.001162287 ,0.000968073 ,0.000613790416969017 ,
D006262 ,species ,756 ,Pasteurella langaaensis ,Bacteria ,65 ,0.00179433402615385 ,0.00145372 ,0.00122575092580142 ,
D006262 ,species ,758 ,[Pasteurella] pneumotropica ,Bacteria ,86 ,0.00242642169767442 ,0.001671695 ,0.0024676672162652 ,
D006262 ,species ,761 ,Pasteurella testudinis ,Bacteria ,19 ,0.00276381710526316 ,0.0020826 ,0.00348793973630626 ,
D006262 ,species ,762 ,Avibacterium volantium ,Bacteria ,1 ,0.00372315 ,0.00372315 , ,
D006262 ,species ,770 ,Anaplasma marginale ,Bacteria ,11 ,0.000824463727272727 ,0.000535584 ,0.000805014830565262 ,
D006262 ,species ,774 ,Bartonella bacilliformis ,Bacteria ,7 ,0.0196133895714286 ,0.000854569 ,0.0460215014234568 ,
D006262 ,species ,777 ,Coxiella burnetii ,Bacteria ,227 ,0.00406548718502203 ,0.00196241 ,0.00820063953221348 ,
D006262 ,species ,779 ,Ehrlichia ruminantium ,Bacteria ,21 ,0.0014217370952381 ,0.000669098 ,0.00179193513050771 ,
D006262 ,species ,781 ,Rickettsia conorii ,Bacteria ,1 ,0.000854212 ,0.000854212 , ,
D006262 ,species ,782 ,Rickettsia prowazekii ,Bacteria ,2 ,0.0005291505 ,0.0005291505 ,5.97300169136089e-05 ,
D006262 ,species ,783 ,Rickettsia rickettsii ,Bacteria ,3 ,0.0005356109 ,0.000579925 ,0.000465323410500192 ,
D006262 ,species ,784 ,Orientia tsutsugamushi ,Bacteria ,50 ,0.00115137844 ,0.000770503 ,0.000902608249065941 ,
D006262 ,species ,785 ,Rickettsia typhi ,Bacteria ,18 ,0.00148535526111111 ,0.0008834505 ,0.00148696098091548 ,
D006262 ,species ,786 ,Rickettsia akari ,Bacteria ,4 ,0.00073430625 ,0.000769969 ,0.000187883761053433 ,
D006262 ,species ,787 ,Rickettsia australis ,Bacteria ,1 ,0.000142911 ,0.000142911 , ,
D006262 ,species ,788 ,Rickettsia canadensis ,Bacteria ,7 ,0.000892904714285714 ,0.000766031 ,0.000466097754406632 ,
D006262 ,species ,803 ,Bartonella quintana ,Bacteria ,2 ,0.15529919 ,0.15529919 ,0.218211469760029 ,
D006262 ,species ,807 ,Bartonella elizabethae ,Bacteria ,15 ,0.0163049226 ,0.000837886 ,0.0569097661925666 ,
D006262 ,species ,813 ,Chlamydia trachomatis ,Bacteria ,17 ,0.00410836188235294 ,0.00252092 ,0.00518982186835335 ,
D006262 ,species ,817 ,Bacteroides fragilis ,Bacteria ,8702 ,1.19495287940382 ,0.1208295 ,4.53654850581066 ,
D006262 ,species ,818 ,Bacteroides thetaiotaomicron ,Bacteria ,10541 ,1.01785928214515 ,0.394232 ,2.19897546597175 ,
D006262 ,species ,820 ,Bacteroides uniformis ,Bacteria ,12002 ,4.60874598763014 ,2.110325 ,6.38663857427971 ,
D006262 ,species ,821 ,Bacteroides vulgatus ,Bacteria ,11417 ,4.09002620500131 ,1.25477 ,6.86015099425888 ,
D006262 ,species ,823 ,Parabacteroides distasonis ,Bacteria ,10226 ,0.900920467681303 ,0.2780875 ,1.97717607500176 ,
D006262 ,species ,824 ,Campylobacter gracilis ,Bacteria ,446 ,0.0204656242107623 ,0.002804855 ,0.12348927761662 ,
D006262 ,species ,826 ,Sebaldella termitidis ,Bacteria ,30 ,0.00237617553333333 ,0.00075463 ,0.00535550946632788 ,
D006262 ,species ,827 ,Campylobacter ureolyticus ,Bacteria ,372 ,0.0549336445698925 ,0.00408737 ,0.362361715586117 ,
D006262 ,species ,831 ,Butyrivibrio fibrisolvens ,Bacteria ,1108 ,0.0139042099729242 ,0.004428765 ,0.0517139132184766 ,
D006262 ,species ,833 ,Fibrobacter succinogenes ,Bacteria ,243 ,0.00282588515020576 ,0.00115191 ,0.0086282309871885 ,
D006262 ,species ,837 ,Porphyromonas gingivalis ,Bacteria ,86 ,0.0138525823488372 ,0.00206465 ,0.0537381081395815 ,
D006262 ,species ,839 ,Prevotella ruminicola ,Bacteria ,2809 ,0.0725011571666073 ,0.0099318 ,0.34811178927284 ,
D006262 ,species ,840 ,Prevotella loescheii ,Bacteria ,1768 ,0.155076429834276 ,0.00531944 ,0.94296880441857 ,
D006262 ,species ,844 ,Wolinella succinogenes ,Bacteria ,56 ,0.0481406075 ,0.00127498 ,0.32838679623366 ,
D006262 ,species ,847 ,Oxalobacter formigenes ,Bacteria ,1995 ,0.0545505780105263 ,0.0133385 ,0.127332186699728 ,
D006262 ,species ,849 ,Fusobacterium gonidiaformans ,Bacteria ,51 ,1.29937740870588 ,0.00555957 ,8.13082951879819 ,
D006262 ,species ,850 ,Fusobacterium mortiferum ,Bacteria ,1573 ,0.641850401044501 ,0.00923148 ,3.19147172509108 ,
D006262 ,species ,851 ,Fusobacterium nucleatum ,Bacteria ,2188 ,0.0848421203226691 ,0.004653415 ,1.40208769908854 ,
D006262 ,species ,852 ,Fusobacterium perfoetens ,Bacteria ,253 ,0.0411104777391304 ,0.00452499 ,0.140164864055338 ,
D006262 ,species ,853 ,Faecalibacterium prausnitzii ,Bacteria ,8444 ,4.7524345547802 ,2.905775 ,6.0786832927273 ,
D006262 ,species ,855 ,Fusobacterium simiae ,Bacteria ,1 ,0.000397164 ,0.000397164 , ,
D006262 ,species ,856 ,Fusobacterium varium ,Bacteria ,1071 ,0.237669988113912 ,0.00570711 ,1.84300738493685 ,
D006262 ,species ,858 ,Fusobacterium necrogenes ,Bacteria ,201 ,0.0309816285671642 ,0.00412479 ,0.0760326876616495 ,
D006262 ,species ,859 ,Fusobacterium necrophorum ,Bacteria ,399 ,0.0329245963007519 ,0.00287977 ,0.352596180739394 ,
D006262 ,species ,860 ,Fusobacterium periodonticum ,Bacteria ,942 ,0.132393089832272 ,0.003379145 ,0.694752174127031 ,
D006262 ,species ,861 ,Fusobacterium ulcerans ,Bacteria ,626 ,0.126761065434505 ,0.007415505 ,0.485414669109513 ,
D006262 ,species ,863 ,Syntrophomonas wolfei ,Bacteria ,365 ,0.0102740360986301 ,0.00200413 ,0.120185601926697 ,
D006262 ,species ,865 ,Pectinatus frisingensis ,Bacteria ,80 ,0.00283489209375 ,0.00144299 ,0.00572073376558679 ,
D006262 ,species ,867 ,Ruminobacter amylophilus ,Bacteria ,261 ,0.00274777988888889 ,0.00176682 ,0.00423649098436313 ,
D006262 ,species ,870 ,Dichelobacter nodosus ,Bacteria ,8 ,0.001694467 ,0.000950819 ,0.00163234883433597 ,
D006262 ,species ,873 ,Desulfovibrio africanus ,Bacteria ,33 ,0.0030830554030303 ,0.00174368 ,0.00388194066646507 ,
D006262 ,species ,876 ,Desulfovibrio desulfuricans ,Bacteria ,3862 ,0.067794155516753 ,0.0122864 ,0.220125101852169 ,
D006262 ,species ,878 ,Desulfovibrio fructosivorans ,Bacteria ,51 ,0.00197149846078431 ,0.0014613 ,0.00172626916742288 ,
D006262 ,species ,879 ,Desulfovibrio gigas ,Bacteria ,277 ,0.00823402601516245 ,0.00299204 ,0.0223296794934906 ,
D006262 ,species ,880 ,Desulfovibrio salexigens ,Bacteria ,45 ,0.00154247982222222 ,0.000997347 ,0.0013809453287844 ,
D006262 ,species ,881 ,Desulfovibrio vulgaris ,Bacteria ,2017 ,0.025486384830937 ,0.00485956 ,0.164185081546274 ,
D006262 ,species ,888 ,Desulfobotulus sapovorans ,Bacteria ,47 ,0.00221220339787234 ,0.00191571 ,0.0018799996042283 ,
D006262 ,species ,889 ,Desulfovibrio longus ,Bacteria ,24 ,0.00215170345833333 ,0.001485635 ,0.00159886427962049 ,
D006262 ,species ,891 ,Desulfuromonas acetoxidans ,Bacteria ,75 ,0.00333114714266667 ,0.0008632 ,0.0126217032156181 ,
D006262 ,species ,894 ,Desulfobulbus propionicus ,Bacteria ,64 ,0.0056018413203125 ,0.0009951255 ,0.0191650738164189 ,
D006262 ,species ,897 ,Desulfococcus multivorans ,Bacteria ,56 ,0.00170700367857143 ,0.0011879 ,0.00167769013660262 ,
D006262 ,species ,899 ,Desulfomicrobium baculatum ,Bacteria ,308 ,0.00296098357142857 ,0.002104795 ,0.00317805094740631 ,
D006262 ,species ,901 ,Desulfovibrio piger ,Bacteria ,2864 ,0.246335939721823 ,0.05296005 ,0.46360223844466 ,
D006262 ,species ,905 ,Acidaminococcus fermentans ,Bacteria ,2025 ,0.147014087470272 ,0.00605547 ,0.601507798030387 ,
D006262 ,species ,907 ,Megasphaera elsdenii ,Bacteria ,2834 ,0.683952622613973 ,0.00506452 ,3.303671310215 ,
D006262 ,species ,913 ,Nitrobacter winogradskyi ,Bacteria ,29 ,0.00320650265517241 ,0.00213657 ,0.00340647689467781 ,
D006262 ,species ,915 ,Nitrosomonas europaea ,Bacteria ,95 ,0.00251297612631579 ,0.00233035 ,0.00188354668106434 ,
D006262 ,species ,916 ,Nitrosomonas eutropha ,Bacteria ,15 ,0.00263094938 ,0.000884686 ,0.00318132328855545 ,
D006262 ,species ,920 ,Acidithiobacillus ferrooxidans ,Bacteria ,376 ,0.00656507102659574 ,0.00315237 ,0.0124912801689932 ,
D006262 ,species ,921 ,Starkeya novella ,Bacteria ,8 ,0.001521380375 ,0.001006029 ,0.00127722932665985 ,
D006262 ,species ,926 ,Thiomonas intermedia ,Bacteria ,8 ,0.013391644375 ,0.004360795 ,0.0200508818212954 ,
D006262 ,species ,927 ,Halothiobacillus neapolitanus ,Bacteria ,49 ,0.0427087551979592 ,0.00176703 ,0.0913174773774338 ,
D006262 ,species ,929 ,Thermithiobacillus tepidarius ,Bacteria ,6 ,0.001613972 ,0.001395189 ,0.00121963923463096 ,
D006262 ,species ,930 ,Acidithiobacillus thiooxidans ,Bacteria ,54 ,0.00294946668518519 ,0.001300865 ,0.00573726544992426 ,
D006262 ,species ,931 ,Thiobacillus thioparus ,Bacteria ,129 ,0.00220062304418605 ,0.00128228 ,0.00248580117803276 ,
D006262 ,species ,934 ,Thiomicrospira pelophila ,Bacteria ,17 ,0.00347768670588235 ,0.00139782 ,0.00604214430691488 ,
D006262 ,species ,940 ,Hydrogenobacter thermophilus ,Bacteria ,1 ,0.0020642 ,0.0020642 , ,
D006262 ,species ,944 ,Ehrlichia canis ,Bacteria ,2 ,0.0003290245 ,0.0003290245 ,6.10975614284236e-05 ,
D006262 ,species ,945 ,Ehrlichia chaffeensis ,Bacteria ,3 ,0.00146368366666667 ,0.00140376 ,0.0013517310471615 ,
D006262 ,species ,948 ,Anaplasma phagocytophilum ,Bacteria ,169 ,0.00168331077514793 ,0.00112179 ,0.00172982646887054 ,
D006262 ,species ,950 ,Neorickettsia risticii ,Bacteria ,9 ,0.000615303888888889 ,0.000579925 ,0.000437042340846526 ,
D006262 ,species ,951 ,Neorickettsia sennetsu ,Bacteria ,1 ,0.000571645 ,0.000571645 , ,
D006262 ,species ,954 ,Francisella persica ,Bacteria ,102 ,0.00159898515686275 ,0.00123586 ,0.0011577410344592 ,
D006262 ,species ,959 ,Bdellovibrio bacteriovorus ,Bacteria ,359 ,0.006739605 ,0.00224341 ,0.0292925277011279 ,
D006262 ,species ,960 ,Bacteriovorax stolpii ,Bacteria ,383 ,0.00699486642219321 ,0.00246218 ,0.0455799218232349 ,
D006262 ,species ,964 ,Herbaspirillum seropedicae ,Bacteria ,359 ,0.057635633116156 ,0.00213735 ,0.311278554196651 ,
D006262 ,species ,966 ,Oceanospirillum linum ,Bacteria ,31 ,0.00431991941935484 ,0.00215607 ,0.00730779243055277 ,
D006262 ,species ,971 ,Selenomonas ruminantium ,Bacteria ,769 ,0.0102825934037711 ,0.00285388 ,0.0353062582860335 ,
D006262 ,species ,974 ,Sporohalobacter lortetii ,Bacteria ,12 ,0.00172283891666667 ,0.001225575 ,0.00143884553696089 ,
D006262 ,species ,979 ,Cellulophaga lytica ,Bacteria ,9 ,0.00184145833333333 ,0.00162819 ,0.0015621689792156 ,
D006262 ,species ,981 ,Persicobacter diffluens ,Bacteria ,13 ,0.00155985430769231 ,0.000741955 ,0.00177765178957838 ,
D006262 ,species ,982 ,Saccharicrinis fermentans ,Bacteria ,711 ,0.00550124116104079 ,0.00375101 ,0.0110556257443565 ,
D006262 ,species ,983 ,Flavobacterium flevense ,Bacteria ,16 ,0.0039262908125 ,0.00237902 ,0.00428090401494364 ,
D006262 ,species ,984 ,Pedobacter heparinus ,Bacteria ,76 ,0.0239818738815789 ,0.00268495 ,0.0547496654743138 ,
D006262 ,species ,985 ,Cytophaga hutchinsonii ,Bacteria ,51 ,0.00323350626862745 ,0.00318756 ,0.00261064888944449 ,
D006262 ,species ,986 ,Flavobacterium johnsoniae ,Bacteria ,88 ,0.0104061045113636 ,0.001179325 ,0.0612731484784445 ,
D006262 ,species ,987 ,Aquimarina latercula ,Bacteria ,2 ,0.00242334 ,0.00242334 ,2.9854048301696e-05 ,
D006262 ,species ,989 ,Marinilabilia salmonicolor ,Bacteria ,106 ,0.00185465758490566 ,0.00113392 ,0.00214505353448007 ,
D006262 ,species ,990 ,Cytophaga xylanolytica ,Bacteria ,278 ,0.00646240171582734 ,0.003363955 ,0.0279157467099464 ,
D006262 ,species ,991 ,Flavobacterium hydatis ,Bacteria ,22 ,0.0329037398863636 ,0.00172682 ,0.0988464613810552 ,
D006262 ,species ,995 ,Solitalea canadensis ,Bacteria ,263 ,0.00327918094486692 ,0.00298927 ,0.00274006097698789 ,
D006262 ,species ,996 ,Flavobacterium columnare ,Bacteria ,473 ,0.0067740893794926 ,0.0022605 ,0.0188747309764995 ,
D006262 ,species ,998 ,Flexibacter flexilis ,Bacteria ,40 ,0.004688906925 ,0.002692045 ,0.00730769253338353 ,
D006262 ,species ,999 ,Flexibacter litoralis ,Bacteria ,18 ,0.0106592945 ,0.009592825 ,0.00806650089359436 ,
D006262 ,species ,1001 ,Flexibacter polymorphus ,Bacteria ,9 ,0.00151665338888889 ,0.000582167 ,0.00180672686472582 ,
D006262 ,species ,1002 ,Flexibacter roseolus ,Bacteria ,6 ,0.000852922 ,0.000615927 ,0.000813210990909002 ,
D006262 ,species ,1003 ,Flexibacter ruber ,Bacteria ,33 ,0.00219236032424242 ,0.00187276 ,0.0019525251506045 ,
D006262 ,species ,1004 ,Chitinophaga sancti ,Bacteria ,27 ,0.00193369854444444 ,0.00108245 ,0.00250173511733901 ,
D006262 ,species ,1006 ,Marivirga tractuosa ,Bacteria ,130 ,0.0320235687961538 ,0.01158255 ,0.0693110547438688 ,
D006262 ,species ,1008 ,Saprospira grandis ,Bacteria ,64 ,0.253011859265625 ,0.05859935 ,0.511634603732547 ,
D006262 ,species ,1010 ,Sphingobacterium mizutaii ,Bacteria ,123 ,0.076997322804878 ,0.00301623 ,0.338540306803943 ,
D006262 ,species ,1014 ,Weeksella virosa ,Bacteria ,21 ,0.00446552 ,0.00205664 ,0.00554459676019969 ,
D006262 ,species ,1015 ,Bergeyella zoohelcum ,Bacteria ,915 ,0.018325220052459 ,0.00565091 ,0.0457433986170319 ,
D006262 ,species ,1017 ,Capnocytophaga gingivalis ,Bacteria ,126 ,0.0257236404047619 ,0.002282765 ,0.080380503873184 ,
D006262 ,species ,1018 ,Capnocytophaga ochracea ,Bacteria ,1251 ,0.0912763665651479 ,0.00415317 ,0.506079783239563 ,
D006262 ,species ,1019 ,Capnocytophaga sputigena ,Bacteria ,123 ,0.0409162203739837 ,0.00344762 ,0.0912684498921297 ,
D006262 ,species ,1022 ,Beggiatoa alba ,Bacteria ,24 ,0.002058453 ,0.0010127235 ,0.00338705409520734 ,
D006262 ,species ,1025 ,Flammeovirga arenaria ,Bacteria ,23 ,0.004360656 ,0.0025734 ,0.00606678497786315 ,
D006262 ,species ,1026 ,Marinoscillum furvescens ,Bacteria ,26 ,0.00202843541153846 ,0.00129309 ,0.00207577573947925 ,
D006262 ,species ,1027 ,Microscilla marina ,Bacteria ,89 ,0.00533202743483146 ,0.00436548 ,0.00438307671245481 ,
D006262 ,species ,1028 ,Marivirga sericea ,Bacteria ,17 ,0.00371652698235294 ,0.00136149 ,0.00733738286862713 ,
D006262 ,species ,1031 ,Thiothrix nivea ,Bacteria ,20 ,0.00260398155 ,0.002597985 ,0.00144787706173071 ,
D006262 ,species ,1034 ,Afipia clevelandensis ,Bacteria ,15 ,0.00794119793333333 ,0.00400826 ,0.00979442182457107 ,
D006262 ,species ,1048 ,Marichromatium gracile ,Bacteria ,12 ,0.00108599658333333 ,0.0008157445 ,0.000832978862097348 ,
D006262 ,species ,1049 ,Allochromatium vinosum ,Bacteria ,3 ,0.000338975 ,0.000266916 ,0.000240336779026848 ,
D006262 ,species ,1052 ,Halorhodospira halochloris ,Bacteria ,97 ,0.0024739195257732 ,0.001507 ,0.00283314632711363 ,
D006262 ,species ,1053 ,Halorhodospira halophila ,Bacteria ,46 ,0.159412037384783 ,0.00155717 ,0.266055650690771 ,
D006262 ,species ,1054 ,Ectothiorhodospira shaposhnikovii ,Bacteria ,50 ,0.00499091128 ,0.004766445 ,0.00329939128532247 ,
